country,year,wave,sex,age_6,education_c,education_l,A124_02,A124_06,A124_07,A124_08,A124_09,C002,E036,E037,E039,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,G006,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_13,E069_17
CHL,2012,6,1,55-64,-4,2,0,0,0,1,0,1,10,10,5,3,1,1,1,5,5,3,5,-4,1,1,1,3,3,3,3,-2,4,4,3
CHL,2012,6,2,55-64,-4,2,0,1,0,1,0,1,10,10,2,4,1,1,10,10,3,10,10,-4,4,2,4,4,3,3,3,3,2,2,2
CHL,2012,6,2,25-34,-4,2,0,0,0,1,0,3,5,6,5,10,1,1,1,8,1,1,10,-4,1,1,3,3,2,2,2,4,3,3,2
CHL,2012,6,2,15-24,-4,2,0,0,0,1,0,1,8,5,3,1,3,3,1,9,1,1,9,-4,1,2,4,4,3,2,3,4,4,2,-1
CHL,2012,6,1,15-24,-4,2,0,0,0,1,0,3,5,7,4,5,2,4,2,10,4,4,9,-4,1,1,3,3,3,3,3,3,3,3,3
CHL,2012,6,1,25-34,-4,3,0,0,0,1,0,3,6,6,4,10,1,1,1,8,5,5,8,-4,1,1,3,3,2,2,2,4,3,3,2
CHL,2012,6,1,25-34,-4,2,0,0,0,1,0,1,6,5,5,5,5,5,6,5,5,4,4,-4,3,-2,2,3,3,3,3,3,3,3,3
CHL,2012,6,2,45-54,-4,2,0,1,0,1,1,3,5,10,4,5,4,4,4,5,3,4,8,-4,1,1,2,3,3,2,2,2,3,4,2
CHL,2012,6,2,35-44,-4,2,0,0,0,0,0,1,8,9,1,1,5,1,1,10,3,5,10,-4,-1,2,2,3,2,-1,4,4,4,4,4
CHL,2012,6,2,35-44,-4,2,0,1,0,1,0,1,9,8,1,2,1,1,1,8,2,7,10,-4,5,3,3,4,4,4,3,3,3,3,4
CHL,2012,6,2,55-64,-4,2,0,0,1,1,0,1,8,7,10,1,1,1,1,9,5,3,8,-4,8,2,2,3,3,3,3,3,3,3,3
CHL,2012,6,2,65 and more years,-4,1,0,0,0,1,0,1,10,10,2,2,1,1,1,10,3,10,10,-4,3,2,3,4,4,3,4,3,4,4,3
CHL,2012,6,2,15-24,-4,2,0,0,0,0,0,2,6,3,7,8,7,7,6,7,4,2,7,-4,-1,1,2,2,2,-1,2,2,2,2,3
CHL,2012,6,2,25-34,-4,2,0,0,0,1,0,2,5,7,3,4,4,1,1,10,7,1,9,-4,1,2,2,3,3,2,2,4,4,4,4
CHL,2012,6,2,65 and more years,-4,2,0,0,0,1,1,1,10,10,2,4,1,1,1,8,2,10,7,-4,1,2,4,4,2,3,2,3,2,3,3
CHL,2012,6,1,25-34,-4,2,1,1,1,1,1,1,5,9,1,7,1,1,1,8,6,1,5,-4,6,2,3,2,4,4,3,4,4,4,4
CHL,2012,6,2,25-34,-4,2,0,0,0,1,0,1,8,7,5,1,1,1,1,10,3,3,10,-4,8,1,4,1,3,2,1,2,3,3,1
CHL,2012,6,1,55-64,-4,2,0,0,1,1,1,1,8,7,2,7,1,1,1,8,6,1,5,-4,6,2,2,1,3,3,2,2,3,2,3
CHL,2012,6,1,45-54,-4,1,0,0,0,0,0,1,3,8,6,10,8,1,1,8,9,3,7,-4,1,1,3,3,3,-1,3,4,-1,4,4
CHL,2012,6,2,65 and more years,-4,1,0,0,0,1,0,1,8,10,1,1,1,1,1,-1,1,5,10,-4,1,2,2,2,2,-1,3,4,4,4,4
CHL,2012,6,1,35-44,-4,2,0,1,0,1,1,3,6,6,7,4,8,1,1,6,5,6,8,-4,1,1,2,2,2,2,1,2,2,2,2
CHL,2012,6,2,35-44,-4,2,0,0,0,1,1,1,-1,8,3,10,10,1,-1,10,5,8,10,-4,1,2,2,4,3,3,3,4,4,4,4
CHL,2012,6,1,35-44,-4,3,0,0,0,1,0,3,4,5,3,6,5,7,6,5,6,8,4,-4,1,1,3,2,2,1,2,1,2,2,2
CHL,2012,6,1,45-54,-4,2,0,0,0,1,0,1,7,4,5,1,2,1,2,3,2,2,7,-4,1,2,2,2,2,2,1,2,2,2,2
CHL,2012,6,2,55-64,-4,1,0,1,0,1,0,1,8,10,8,1,2,2,-1,4,3,2,5,-4,3,2,1,3,2,1,-1,-1,-1,2,-1
CHL,2012,6,2,55-64,-4,1,0,0,0,1,1,1,6,8,3,1,1,1,1,-1,-2,1,8,-4,1,1,2,1,3,-1,1,3,3,2,3
CHL,2012,6,1,25-34,-4,1,0,0,0,1,0,1,6,4,7,10,3,4,6,8,4,4,5,-4,3,1,3,2,3,3,3,3,3,2,2
CHL,2012,6,2,15-24,-4,2,0,0,0,1,0,1,5,6,5,10,6,4,4,4,5,5,3,-4,4,1,2,3,1,4,3,3,3,3,3
CHL,2012,6,2,45-54,-4,1,0,0,1,1,0,1,7,9,6,9,1,1,1,6,4,1,8,-4,1,1,1,4,2,4,3,4,3,4,3
CHL,2012,6,1,25-34,-4,1,0,0,0,1,0,3,-1,8,3,7,4,1,1,7,7,5,8,-4,3,1,4,3,3,-1,3,4,-1,4,4
CHL,2012,6,2,55-64,-4,2,0,0,0,0,0,1,5,8,3,3,6,4,1,10,10,10,10,-4,10,3,3,2,2,2,2,4,3,3,2
CHL,2012,6,2,35-44,-4,2,0,0,0,1,1,1,7,6,9,9,5,8,5,7,7,8,9,-4,4,2,2,2,2,3,3,3,4,2,3
CHL,2012,6,1,45-54,-4,2,0,0,0,1,1,2,6,6,9,8,6,2,1,6,6,1,1,-4,1,1,3,3,3,1,3,4,4,3,3
CHL,2012,6,2,45-54,-4,3,0,0,0,1,0,3,6,5,4,2,1,1,1,10,3,5,10,-4,-1,2,3,3,2,2,1,4,2,3,3
CHL,2012,6,2,25-34,-4,2,0,0,0,1,0,2,7,4,3,10,6,2,2,5,6,3,8,-4,3,2,4,4,2,4,3,4,2,4,4
CHL,2012,6,1,65 and more years,-4,2,0,0,0,1,1,1,5,5,6,5,5,1,1,5,6,5,5,-4,1,2,3,2,2,2,2,4,3,4,4
CHL,2012,6,2,45-54,-4,2,1,0,0,1,1,1,8,10,1,1,1,1,3,3,3,5,9,-4,2,2,4,4,3,2,1,4,4,4,4
CHL,2012,6,2,35-44,-4,3,0,0,0,1,0,2,8,8,3,3,3,2,2,8,3,7,8,-4,1,1,3,2,2,2,2,3,3,3,3
CHL,2012,6,1,45-54,-4,3,0,0,0,1,0,1,9,9,3,2,2,1,2,9,4,4,9,-4,1,1,3,2,3,3,2,3,3,3,3
CHL,2012,6,1,65 and more years,-4,3,0,0,0,1,0,3,8,10,1,1,1,1,1,6,1,5,8,-4,1,2,2,2,2,4,1,3,2,2,4
CHL,2012,6,1,45-54,-4,1,0,0,1,1,0,1,7,5,6,1,2,1,2,3,2,2,7,-4,1,2,2,2,2,2,2,2,2,2,2
CHL,2012,6,1,35-44,-4,2,0,0,1,1,0,1,3,1,1,1,1,1,1,1,1,10,10,-4,1,3,2,2,2,2,2,3,3,3,4
CHL,2012,6,1,25-34,-4,2,0,0,0,1,0,3,7,6,4,2,4,3,3,6,6,3,7,-4,4,2,2,3,2,1,1,2,3,1,3
CHL,2012,6,1,15-24,-4,3,0,0,0,1,0,2,9,8,3,3,4,2,2,5,2,5,8,-4,1,1,3,2,3,3,2,3,3,3,3
CHL,2012,6,1,45-54,-4,2,0,0,0,0,0,1,1,9,3,1,2,1,1,10,10,10,10,-4,10,2,3,2,2,2,2,2,2,2,2
CHL,2012,6,2,65 and more years,-4,2,0,0,0,1,1,1,7,4,8,1,2,2,1,3,2,2,3,-4,2,2,2,3,2,3,2,3,3,3,3
CHL,2012,6,1,15-24,-4,2,0,0,0,0,0,1,9,10,3,4,4,2,2,1,1,4,5,-4,4,2,2,2,2,2,2,3,2,3,3
CHL,2012,6,1,15-24,-4,2,0,0,0,1,0,1,8,10,1,9,7,4,1,7,5,4,9,-4,5,1,2,2,2,2,1,2,2,2,1
CHL,2012,6,2,45-54,-4,2,0,0,0,0,0,1,7,10,1,2,1,1,1,9,6,3,10,-4,1,2,2,2,3,2,2,3,3,3,2
CHL,2012,6,1,65 and more years,-4,1,0,0,0,1,0,3,2,4,5,3,2,1,5,6,5,7,7,-4,5,2,2,3,2,3,3,3,4,3,3
CHL,2012,6,2,45-54,-4,2,0,0,0,1,0,2,10,10,8,10,3,1,1,8,5,8,10,-4,3,1,2,3,2,3,3,4,3,4,3
CHL,2012,6,1,65 and more years,-4,3,0,0,0,1,1,1,6,10,7,7,6,1,3,4,4,5,6,-4,6,2,2,2,2,2,2,2,2,2,3
CHL,2012,6,1,65 and more years,-4,2,0,0,0,1,0,1,5,6,4,4,2,1,1,6,1,2,1,-4,1,1,3,3,2,3,2,3,3,2,3
CHL,2012,6,2,25-34,-4,2,0,0,0,0,0,2,3,4,10,8,1,1,1,1,1,1,1,-4,1,1,1,2,2,3,2,2,2,2,2
CHL,2012,6,1,55-64,-4,2,0,0,0,1,0,1,8,7,7,5,3,4,2,5,2,1,7,-4,1,1,3,3,3,3,3,3,3,3,3
CHL,2012,6,2,25-34,-4,2,0,0,0,0,0,1,6,5,4,4,3,2,2,-2,-2,-2,-2,-4,1,1,3,3,3,3,3,3,3,3,3
CHL,2012,6,1,35-44,-4,2,0,0,0,1,1,-1,-1,8,4,4,4,2,2,4,4,4,7,-4,4,2,2,2,2,3,2,3,3,3,2
CHL,2012,6,2,35-44,-4,2,0,0,0,1,1,1,7,7,4,2,2,3,4,5,3,1,9,-4,1,1,1,2,1,3,1,3,3,3,3
CHL,2012,6,1,45-54,-4,1,0,0,1,1,1,1,8,10,2,6,1,1,1,5,5,1,9,-4,1,1,1,1,4,-1,-2,3,3,4,4
CHL,2012,6,2,65 and more years,-4,2,0,0,0,1,0,2,10,10,1,1,1,1,1,5,5,1,9,-4,1,1,1,1,2,4,1,1,2,4,1
CHL,2012,6,2,35-44,-4,2,0,0,0,1,0,1,6,7,5,5,4,2,1,6,4,1,5,-4,3,2,3,2,2,2,1,2,2,2,3
CHL,2012,6,1,65 and more years,-4,1,0,0,0,1,0,1,8,8,4,8,1,1,1,1,1,1,3,-4,1,1,3,3,2,2,2,3,3,3,3
CHL,2012,6,1,45-54,-4,3,0,0,0,1,0,2,9,6,3,7,1,1,1,5,5,1,5,-4,1,1,1,1,2,1,1,2,2,2,2
CHL,2012,6,2,35-44,-4,1,0,0,1,1,0,3,10,3,3,1,1,1,1,5,1,1,6,-4,1,2,2,2,2,2,1,2,2,2,3
CHL,2012,6,2,35-44,-4,2,0,0,0,0,0,1,6,5,4,4,9,3,6,1,1,1,1,-4,-2,1,3,3,3,3,3,3,3,3,3
CHL,2012,6,2,25-34,-4,3,0,0,0,0,0,1,6,5,4,4,3,4,5,5,5,5,5,-4,1,1,3,3,3,3,3,3,3,3,3
CHL,2012,6,1,55-64,-4,1,0,0,0,1,0,2,10,6,4,4,5,1,2,1,1,1,10,-4,1,1,2,3,3,3,2,3,3,4,3
CHL,2012,6,1,55-64,-4,2,0,0,0,1,0,1,7,4,6,1,1,1,1,10,2,1,5,-4,1,1,3,2,2,2,3,3,2,4,3
CHL,2012,6,2,55-64,-4,1,0,0,1,1,1,1,9,8,8,1,2,1,1,7,-1,-1,8,-4,2,1,1,2,2,3,3,3,3,3,3
CHL,2012,6,2,35-44,-4,2,0,0,0,1,0,1,6,5,5,4,9,4,6,1,1,1,1,-4,1,2,3,3,3,3,3,3,3,3,3
CHL,2012,6,2,45-54,-4,2,0,0,0,1,0,3,8,6,7,2,2,2,2,4,3,2,5,-4,1,2,2,2,1,1,2,3,3,2,2
CHL,2012,6,1,45-54,-4,3,0,0,1,1,0,1,8,5,-2,5,3,2,2,5,3,4,3,-4,1,1,3,3,3,3,3,4,4,4,3
CHL,2012,6,1,45-54,-4,2,0,0,0,1,0,1,5,8,3,10,4,1,1,8,6,3,10,-4,1,2,1,4,4,4,3,4,-1,3,4
CHL,2012,6,2,35-44,-4,2,0,0,0,1,0,1,10,10,1,1,1,1,1,5,5,1,10,-4,1,1,2,2,2,2,2,2,-2,4,3
CHL,2012,6,2,65 and more years,-4,2,0,0,0,1,0,1,10,10,4,8,1,1,1,8,4,5,10,-4,1,1,2,3,3,2,2,4,3,4,3
CHL,2012,6,1,55-64,-4,2,0,0,0,1,0,1,10,10,1,5,8,4,3,5,5,5,9,-4,1,2,4,2,3,4,2,4,4,4,2
CHL,2012,6,1,55-64,-4,1,0,0,0,0,1,1,6,9,8,1,3,1,1,8,3,1,1,-4,1,1,2,2,2,2,2,3,4,3,3
CHL,2012,6,2,45-54,-4,1,1,1,0,1,1,1,-1,10,9,1,3,1,1,10,3,1,10,-4,1,1,1,3,3,2,2,4,3,2,3
CHL,2012,6,1,35-44,-4,2,0,0,0,0,1,1,5,4,5,10,3,1,1,1,1,1,1,-4,1,1,1,1,3,4,2,2,4,4,2
CHL,2012,6,1,65 and more years,-4,1,0,0,1,1,1,1,10,10,1,1,1,1,1,4,3,6,7,-4,1,1,2,2,2,2,2,3,3,3,2
CHL,2012,6,1,45-54,-4,2,0,0,1,1,0,1,8,5,-2,5,3,2,2,5,3,4,3,-4,1,1,3,3,3,3,3,4,4,4,3
CHL,2012,6,1,55-64,-4,1,0,1,0,1,0,1,9,10,10,1,1,1,1,10,7,1,10,-4,1,2,1,3,2,2,3,3,4,3,3
CHL,2012,6,1,15-24,-4,2,0,0,0,1,0,2,5,6,3,8,2,2,1,5,6,8,8,-4,-1,1,2,2,2,2,2,2,2,3,2
CHL,2012,6,1,45-54,-4,2,0,0,0,1,0,2,5,5,6,1,1,1,1,1,1,1,5,-4,1,1,1,1,2,3,1,3,3,3,3
CHL,2012,6,1,35-44,-4,2,0,0,0,1,0,-2,6,6,10,1,1,1,1,1,1,1,10,-4,1,1,4,4,4,4,4,4,4,4,4
CHL,2012,6,1,35-44,-4,2,0,0,0,1,0,1,4,6,5,5,5,4,4,-1,-1,-1,9,-4,-1,2,2,3,2,3,2,3,3,-1,3
CHL,2012,6,1,25-34,-4,3,0,0,0,0,0,2,9,9,1,1,1,1,1,8,1,5,8,-4,1,1,3,2,2,3,2,3,2,2,3
CHL,2012,6,2,35-44,-4,2,0,0,1,1,1,1,7,4,4,1,1,1,1,8,4,6,9,-4,1,1,4,2,4,4,2,3,3,4,2
CHL,2012,6,2,65 and more years,-4,2,0,0,1,1,1,1,-1,5,1,10,10,1,1,1,1,1,8,-4,1,3,1,1,2,3,1,4,3,3,3
CHL,2012,6,1,45-54,-4,2,0,0,0,1,0,2,5,6,5,1,1,1,1,1,1,1,8,-4,1,1,1,1,2,-2,3,3,3,2,1
CHL,2012,6,2,65 and more years,-4,2,0,0,0,0,0,2,5,6,1,1,1,1,1,4,1,1,6,-4,1,2,1,1,2,-1,1,2,2,2,3
CHL,2012,6,1,45-54,-4,2,0,0,0,1,1,-1,-1,9,4,4,4,2,2,4,4,4,7,-4,4,2,2,2,2,3,2,3,3,3,3
CHL,2012,6,2,45-54,-4,2,0,0,0,1,1,1,5,8,4,3,2,2,1,1,2,2,5,-4,1,1,3,2,2,3,1,3,2,3,2
CHL,2012,6,1,55-64,-4,2,0,0,0,1,0,1,9,9,1,1,1,1,1,5,1,1,6,-4,1,1,4,2,2,2,2,3,2,3,3
CHL,2012,6,1,55-64,-4,2,0,1,0,1,1,1,9,10,5,1,1,1,1,1,1,1,1,-4,1,2,3,3,3,3,3,3,3,3,3
CHL,2012,6,1,25-34,-4,2,1,0,0,0,1,3,6,6,4,1,1,1,1,-2,-2,1,-2,-4,-2,1,2,2,2,2,3,3,3,2,4
CHL,2012,6,1,55-64,-4,2,0,0,0,1,0,1,10,10,4,8,1,1,1,8,4,6,9,-4,2,1,2,3,3,2,2,4,3,4,3
CHL,2012,6,2,55-64,-4,2,0,0,1,1,1,1,7,6,9,3,1,3,3,2,2,1,9,-4,1,2,2,2,2,2,1,3,3,4,3
CHL,2012,6,2,45-54,-4,2,0,0,0,1,0,1,9,2,7,7,1,-1,-1,-1,7,8,10,-4,-1,1,3,4,3,2,2,3,3,3,4
CHL,2012,6,1,55-64,-4,1,0,0,0,0,0,1,6,6,7,1,3,1,1,-2,-2,1,-2,-4,1,2,1,2,2,2,2,2,2,2,2
CHL,2012,6,1,45-54,-4,2,0,0,1,1,1,1,8,8,8,1,1,1,1,1,1,1,1,-4,1,2,3,3,3,3,3,4,3,4,3
CHL,2012,6,1,65 and more years,-4,1,0,0,0,1,0,1,8,5,6,4,1,1,1,1,1,1,8,-4,1,1,3,1,2,2,2,4,2,2,2
CHL,2012,6,1,65 and more years,-4,2,0,0,1,1,1,3,8,8,3,1,1,1,1,2,1,1,4,-4,1,2,1,1,2,2,2,2,2,3,3
CHL,2012,6,2,25-34,-4,2,0,0,1,1,1,1,6,6,5,10,4,5,1,3,1,1,3,-4,1,2,2,2,1,3,3,3,3,3,3
CHL,2012,6,1,45-54,-4,2,0,0,0,1,0,3,7,6,6,1,3,4,1,1,1,1,3,-4,1,1,2,1,2,2,2,2,2,2,2
CHL,2012,6,1,35-44,-4,2,0,0,0,1,0,1,4,6,5,5,5,4,4,-1,-1,-1,9,-4,8,2,2,3,2,3,2,3,3,-2,3
CHL,2012,6,2,55-64,-4,1,0,0,1,1,0,1,10,10,1,1,1,1,1,5,1,1,8,-4,1,1,1,3,4,-1,4,4,4,4,3
CHL,2012,6,1,45-54,-4,1,0,0,0,1,0,1,10,5,10,1,1,1,1,9,9,1,10,-4,1,1,1,1,4,2,1,4,3,3,4
CHL,2012,6,2,35-44,-4,2,0,0,0,1,1,1,8,4,5,10,2,2,3,2,2,2,7,-4,1,2,1,1,1,2,1,2,2,2,2
CHL,2012,6,1,45-54,-4,2,0,0,0,0,0,1,6,5,6,1,1,1,1,7,2,2,8,-4,-1,1,3,2,2,2,3,3,2,3,3
CHL,2012,6,2,25-34,-4,2,0,0,0,1,0,1,9,10,5,3,3,2,1,8,4,3,9,-4,1,2,4,2,3,3,2,4,4,4,2
CHL,2012,6,2,35-44,-4,2,0,0,0,1,0,1,10,10,1,1,1,1,1,10,7,7,10,-4,1,1,4,2,4,2,2,4,4,2,3
CHL,2012,6,1,35-44,-4,1,0,0,0,1,1,3,10,6,6,1,1,1,1,1,1,1,10,-4,1,2,2,2,2,2,2,2,2,2,2
CHL,2012,6,1,55-64,-4,3,0,0,0,1,0,2,5,3,1,1,1,1,1,3,1,1,5,-4,1,2,1,1,2,4,1,3,3,2,2
CHL,2012,6,1,65 and more years,-4,1,0,0,0,1,0,2,2,4,5,3,2,1,1,5,5,3,7,-4,1,2,2,3,2,3,3,3,4,3,3
CHL,2012,6,1,45-54,-4,3,0,0,0,0,0,2,8,7,2,1,1,1,1,10,1,1,10,-4,1,1,1,1,2,3,2,2,2,2,3
CHL,2012,6,1,35-44,-4,2,1,0,0,1,0,3,8,8,10,1,1,3,1,10,5,5,3,-4,3,2,1,3,2,2,2,3,3,4,3
CHL,2012,6,1,15-24,-4,2,0,0,0,1,0,1,8,8,6,3,4,4,2,6,4,5,9,-4,1,1,4,2,3,3,2,2,3,3,2
CHL,2012,6,2,45-54,-4,2,0,0,1,1,1,1,10,10,1,3,1,1,1,6,3,6,5,-4,1,1,1,2,2,2,1,3,3,3,2
CHL,2012,6,2,55-64,-4,2,0,0,0,1,1,-1,8,8,3,1,1,1,1,10,8,5,10,-4,1,1,2,2,2,2,2,2,2,2,2
CHL,2012,6,2,45-54,-4,2,0,0,0,1,1,1,10,6,6,2,2,1,2,5,7,1,8,-4,1,2,2,3,2,3,1,3,3,2,3
CHL,2012,6,2,15-24,-4,2,0,0,0,1,1,1,7,3,5,2,1,1,2,3,5,1,7,-4,1,2,1,2,1,3,4,4,4,2,4
CHL,2012,6,2,45-54,-4,2,0,0,1,1,0,3,7,6,5,1,1,1,1,10,1,1,10,-4,1,2,2,2,2,2,2,2,2,2,2
CHL,2012,6,2,45-54,-4,2,0,0,0,1,0,1,5,6,4,-1,1,1,1,10,10,1,9,-4,10,1,2,2,2,3,2,2,2,3,3
CHL,2012,6,1,65 and more years,-4,1,0,0,0,0,0,3,9,5,3,3,1,1,1,1,1,1,2,-4,1,1,4,4,2,3,2,4,3,4,3
CHL,2012,6,1,25-34,-4,3,1,1,1,0,1,3,10,10,1,1,1,1,1,5,1,1,5,-4,1,1,2,2,3,4,1,4,3,4,2
CHL,2012,6,2,45-54,-4,1,1,0,0,1,0,1,5,2,4,1,1,2,3,5,5,5,5,-4,1,2,3,3,3,2,2,3,2,2,2
CHL,2012,6,1,55-64,-4,2,0,0,0,0,0,1,3,8,2,1,2,1,1,8,8,8,8,-4,8,2,2,2,2,2,2,2,2,2,2
CHL,2012,6,1,35-44,-4,2,0,0,0,1,0,1,10,6,5,3,2,1,1,6,6,3,8,-4,1,1,2,2,2,2,4,2,2,2,4
CHL,2012,6,1,45-54,-4,2,0,0,0,0,0,1,6,10,5,8,1,1,1,6,4,5,7,-4,4,1,3,3,4,4,3,4,3,4,4
CHL,2012,6,2,65 and more years,-4,1,0,0,0,1,0,1,5,4,5,10,3,1,-1,-1,-1,10,10,-4,-1,1,3,2,2,2,2,2,2,2,2
CHL,2012,6,1,65 and more years,-4,2,0,0,0,1,1,1,7,7,3,3,1,1,1,5,1,1,8,-4,1,2,1,3,3,3,1,4,4,4,3
CHL,2012,6,2,55-64,-4,2,1,1,1,0,1,1,2,8,1,1,1,1,1,8,3,3,5,-4,1,1,1,4,3,3,1,4,4,3,4
CHL,2012,6,1,55-64,-4,2,0,0,1,1,1,1,5,8,4,1,2,1,1,-1,1,1,7,-4,3,1,1,1,2,3,1,3,2,3,3
CHL,2012,6,1,55-64,-4,2,0,0,0,1,0,1,3,3,3,1,1,1,1,1,4,1,9,-4,1,2,2,2,2,2,1,2,2,3,3
CHL,2012,6,1,45-54,-4,2,0,0,0,1,0,1,7,6,6,1,1,3,1,5,3,5,6,-4,1,2,2,3,4,2,2,3,2,3,3
CHL,2012,6,1,55-64,-4,2,0,0,0,1,0,1,10,1,8,3,1,1,1,3,5,1,1,-4,1,1,1,1,3,3,1,2,2,2,3
CHL,2012,6,2,25-34,-4,2,0,0,0,1,1,2,4,3,4,1,1,1,1,9,9,1,9,-4,3,1,2,2,2,2,1,3,2,2,2
CHL,2012,6,2,45-54,-4,2,0,0,0,1,0,1,9,7,3,9,1,1,1,5,1,1,5,-4,1,1,1,1,1,1,1,2,2,1,2
CHL,2012,6,2,55-64,-4,2,0,0,1,1,1,1,7,8,4,3,2,3,1,4,1,1,8,-4,1,2,1,1,3,3,2,2,3,3,1
CHL,2012,6,1,55-64,-4,2,0,0,0,1,0,1,9,9,1,1,1,1,1,5,1,1,6,-4,1,1,4,2,2,2,2,3,2,3,3
CHL,2012,6,2,25-34,-4,2,0,0,0,0,0,1,6,5,4,4,3,2,2,4,5,5,7,-4,5,1,2,2,2,3,3,3,3,3,3
CHL,2012,6,1,65 and more years,-4,1,0,0,0,1,1,1,8,8,2,8,2,3,2,1,1,1,5,-4,2,1,4,3,3,-2,2,3,2,3,3
CHL,2012,6,2,35-44,-4,1,0,0,0,0,0,1,2,5,3,-2,2,2,1,-1,1,1,8,-4,1,1,3,3,3,-1,1,3,4,-1,3
CHL,2012,6,2,15-24,-4,2,0,0,1,1,1,1,5,10,2,8,1,1,1,5,5,5,1,-4,1,1,1,3,3,3,3,4,3,3,4
CHL,2012,6,1,15-24,-4,3,0,0,0,1,0,1,7,7,3,3,5,3,5,6,5,7,8,-4,1,2,3,4,2,3,3,3,4,2,4
CHL,2012,6,1,45-54,-4,2,0,0,0,1,0,1,10,4,5,1,1,1,1,3,2,1,9,-4,1,1,4,1,3,3,2,2,3,3,1
CHL,2012,6,1,25-34,-4,2,0,0,0,1,0,3,9,6,4,1,2,3,2,5,1,1,8,-4,1,1,2,2,3,4,2,2,3,4,3
CHL,2012,6,2,15-24,-4,3,0,0,0,1,0,3,9,8,3,1,1,1,1,7,3,1,8,-4,1,2,4,2,4,4,2,2,3,3,2
CHL,2012,6,2,45-54,-4,2,0,0,0,0,0,1,1,6,5,1,5,1,1,10,10,10,10,-4,8,2,3,3,3,3,3,3,3,3,3
CHL,2012,6,1,45-54,-4,2,0,0,1,1,0,1,8,5,-2,5,3,2,2,5,3,4,3,-4,1,1,3,3,3,3,3,4,4,4,3
CHL,2012,6,2,35-44,-4,2,0,0,0,1,0,1,6,3,4,1,1,1,1,6,3,1,10,-4,1,2,3,3,3,3,2,3,3,2,3
CHL,2012,6,2,35-44,-4,2,0,0,0,0,0,1,6,5,4,4,4,4,3,6,-2,-2,-2,-4,-2,1,3,3,3,3,3,4,4,4,3
CHL,2012,6,1,65 and more years,-4,2,0,0,0,1,1,3,9,6,5,4,1,2,2,6,3,2,6,-4,1,2,3,2,3,2,2,3,2,3,2
CHL,2012,6,2,45-54,-4,2,0,0,0,1,0,1,9,5,3,1,1,1,1,5,3,1,9,-4,1,1,4,1,3,4,2,4,3,3,2
CHL,2012,6,2,25-34,-4,2,0,0,1,1,0,1,8,7,8,5,8,1,1,1,1,1,1,-4,1,1,2,2,3,3,3,4,4,3,4
CHL,2012,6,2,65 and more years,-4,2,0,0,0,1,0,1,5,4,5,1,1,1,1,5,2,1,10,-4,-1,1,2,2,2,2,3,3,2,2,3
CHL,2012,6,1,15-24,-4,3,0,0,1,1,1,2,10,10,1,5,3,3,3,6,2,6,8,-4,1,1,3,2,2,3,2,3,2,3,3
CHL,2012,6,2,35-44,-4,2,0,0,0,1,0,1,9,10,7,1,1,1,1,10,1,1,8,-4,1,2,1,3,2,2,3,4,2,2,3
CHL,2012,6,2,55-64,-4,3,0,0,0,1,1,1,1,1,1,7,10,1,1,1,1,1,1,-4,1,1,1,2,2,2,2,2,2,2,2
CHL,2012,6,1,55-64,-4,3,0,0,0,1,0,3,5,2,2,1,1,1,1,5,1,1,5,-4,1,2,1,1,2,4,1,2,2,3,2
CHL,2012,6,1,25-34,-4,2,0,0,0,0,0,3,7,8,1,1,1,1,1,7,5,5,10,-4,1,2,3,2,2,3,3,3,3,3,3
CHL,2012,6,1,25-34,-4,3,0,0,0,1,0,1,8,3,5,1,1,1,1,10,2,1,10,-4,1,1,2,2,2,1,3,3,2,3,3
CHL,2012,6,1,65 and more years,-4,1,0,0,0,1,1,1,6,5,6,5,1,1,1,1,1,1,1,-4,1,1,2,3,3,3,3,3,3,3,3
CHL,2012,6,2,55-64,-4,2,0,0,1,1,1,1,5,4,5,5,2,1,2,3,1,1,8,-4,1,1,2,3,2,2,3,3,3,1,3
CHL,2012,6,1,45-54,-4,2,0,0,0,0,0,1,9,5,5,1,-1,2,2,7,4,4,6,-4,1,1,2,3,3,3,2,3,3,4,3
CHL,2012,6,1,25-34,-4,3,0,0,1,1,1,3,3,6,2,1,4,1,1,3,1,1,4,-4,3,2,1,2,3,3,2,3,3,2,3
CHL,2012,6,2,35-44,-4,2,0,0,0,1,0,1,9,5,4,1,1,2,1,6,5,5,10,-4,1,1,4,1,3,4,2,2,4,4,2
CHL,2012,6,1,45-54,-4,2,0,0,0,0,0,1,6,4,5,2,2,2,2,7,7,2,9,-4,2,1,2,2,1,1,2,3,3,2,3
CHL,2012,6,1,25-34,-4,3,0,0,0,1,0,3,8,3,3,1,3,3,1,6,5,1,8,-4,3,1,4,1,3,2,1,1,3,2,1
CHL,2012,6,1,15-24,-4,3,0,0,0,0,0,1,7,6,4,1,1,1,1,10,2,1,8,-4,1,1,2,2,2,4,2,2,2,2,3
CHL,2012,6,2,35-44,-4,2,0,1,1,1,1,2,9,9,2,4,4,3,2,7,3,6,7,-4,1,2,2,2,2,2,2,2,2,2,2
CHL,2012,6,1,55-64,-4,2,0,0,0,1,0,1,6,5,6,6,1,1,1,5,5,5,10,-4,1,1,4,2,4,4,2,4,2,4,4
